,Unnamed: 0,Sender,Child,UMID,Text,Recipient,Type,Likes,Gender,Age,Media,BMI,mean_BMI,tokens,triples,low,stop,punctuation,stem,stem_string,foods,drinks,restaurants,supermarkets,related,slang,brands,diet,meals,Dmeals,Media_0.0,Media_1.0,Media_2.0,words,words_no,word_string,count,length,nutriscores,nutriscore_mean
244,44935,2908101605,1605.0,28985,De meeste mensen rugpijn NVB budgetrecht huurdersverenigingen GB FC Frankenstein chauffeurs freelancer feedback vrij getuigen geheugen denkt draagbaar draagtas sushi Shell stofzuigen geen drugstrafiek,,group,0,1,13,0.0,,23,"['De', 'meeste', 'mensen', 'rugpijn', 'NVB', 'budgetrecht', 'huurdersverenigingen', 'GB', 'FC', 'Frankenstein', 'chauffeurs', 'freelancer', 'feedback', 'vrij', 'getuigen', 'geheugen', 'denkt', 'draagbaar', 'draagtas', 'sushi', 'Shell', 'stofzuigen', 'geen', 'drugstrafiek']","['De', 'meeste', 'mensen', 'rugpijn', 'NVB', 'budgetrecht', 'huurdersverenigingen', 'GB', 'FC', 'Frankenstein', 'chauffeurs', 'freelancer', 'feedback', 'vrij', 'getuigen', 'geheugen', 'denkt', 'draagbaar', 'draagtas', 'sushi', 'Shell', 'stofzuigen', 'geen', 'drugstrafiek']","['de', 'meeste', 'mensen', 'rugpijn', 'nvb', 'budgetrecht', 'huurdersverenigingen', 'gb', 'fc', 'frankenstein', 'chauffeurs', 'freelancer', 'feedback', 'vrij', 'getuigen', 'geheugen', 'denkt', 'draagbaar', 'draagtas', 'sushi', 'shell', 'stofzuigen', 'geen', 'drugstrafiek']","['meeste', 'mensen', 'rugpijn', 'nvb', 'budgetrecht', 'huurdersverenigingen', 'gb', 'fc', 'frankenstein', 'chauffeurs', 'freelancer', 'feedback', 'vrij', 'getuigen', 'geheugen', 'denkt', 'draagbaar', 'draagtas', 'sushi', 'shell', 'stofzuigen', 'drugstrafiek']","['meeste', 'mensen', 'rugpijn', 'nvb', 'budgetrecht', 'huurdersverenigingen', 'gb', 'fc', 'frankenstein', 'chauffeurs', 'freelancer', 'feedback', 'vrij', 'getuigen', 'geheugen', 'denkt', 'draagbaar', 'draagtas', 'sushi', 'shell', 'stofzuigen', 'drugstrafiek']","['meest', 'mens', 'rugpijn', 'nvb', 'budgetrecht', 'huurdersveren', 'gb', 'fc', 'frankenstein', 'chauffeur', 'freelancer', 'feedback', 'vrij', 'getuig', 'geheug', 'denkt', 'draagbar', 'draagtas', 'sushi', 'shell', 'stofzuig', 'drugstrafiek']","meest,mens,rugpijn,nvb,budgetrecht,huurdersveren,gb,fc,frankenstein,chauffeur,freelancer,feedback,vrij,getuig,geheug,denkt,draagbar,draagtas,sushi,shell,stofzuig,drugstrafiek",0,0,0,0,0,0,0,0,1,0,1,0,0,['sushi'],1,sushi,2,22,[1.6],1.6
245,45274,2908101610,1610.0,27683,Kip,2908101625.0,my,0,1,11,0.0,,20,['Kip'],['Kip'],['kip'],['kip'],['kip'],['kip'],kip,1,0,0,0,0,0,0,0,0,0,1,0,0,['kip'],1,kip,1,1,[2],2.0
250,48294,2707501441,1441.0,27906,Ik heb rode kool met vis en zuuren doop ??gegeten,,group,0,1,10,0.0,,15,"['Ik', 'heb', 'rode', 'kool', 'met', 'vis', 'en', 'zuuren', 'doop', 'gegeten']","['Ik', 'heb', 'rode', 'kool', 'met', 'vis', 'en', 'zuuren', 'doop', 'gegeten']","['ik', 'heb', 'rode', 'kool', 'met', 'vis', 'en', 'zuuren', 'doop', 'gegeten']","['rode', 'kool', 'vis', 'zuuren', 'doop', 'gegeten']","['rode', 'kool', 'vis', 'zuuren', 'doop', 'gegeten']","['rod', 'kol', 'vis', 'zur', 'dop', 'geget']","rod,kol,vis,zur,dop,geget",1,0,0,0,0,0,0,0,0,0,1,0,0,['vis'],1,vis,3,6,[1],1.0
258,52472,2807801633,1633.0,23950,Snijbonen met aardapols en hamburger zonder broodjes,2807801638.0,my,0,0,10,0.0,,15,"['Snijbonen', 'met', 'aardapols', 'en', 'hamburger', 'zonder', 'broodjes']","['Snijbonen', 'met', 'aardapols', 'en', 'hamburger', 'zonder', 'broodjes']","['snijbonen', 'met', 'aardapols', 'en', 'hamburger', 'zonder', 'broodjes']","['snijbonen', 'aardapols', 'hamburger', 'broodjes']","['snijbonen', 'aardapols', 'hamburger', 'broodjes']","['snijbon', 'aardapol', 'hamburger', 'broodjes']","snijbon,aardapol,hamburger,broodjes",1,0,0,0,0,0,0,0,1,1,1,0,0,"['broodjes', 'hamburger', 'snijbon']",3,"broodjes,hamburger,snijbon",22,4,"[2, 3.5, 1.2]",2.2333333333333334
278,53270,2807801639,1639.0,23625,Zegt de man je vandaag was de vis aandebeurd,2807801634.0,my,0,0,10,0.0,,16,"['Zegt', 'de', 'man', 'je', 'vandaag', 'was', 'de', 'vis', 'aandebeurd']","['Zegt', 'de', 'man', 'je', 'vandaag', 'was', 'de', 'vis', 'aandebeurd']","['zegt', 'de', 'man', 'je', 'vandaag', 'was', 'de', 'vis', 'aandebeurd']","['zegt', 'man', 'vandaag', 'vis', 'aandebeurd']","['zegt', 'man', 'vandaag', 'vis', 'aandebeurd']","['zegt', 'man', 'vandag', 'vis', 'aandebeurd']","zegt,man,vandag,vis,aandebeurd",1,0,0,0,0,0,0,0,0,0,1,0,0,['vis'],1,vis,4,5,[1],1.0
293,54000,2807801645,1645.0,22015,Hallo hallo ik zit de vlag meer daarom word ik zo blij daarom ik 300 aardbeien Ik heb zo'n aardbei voel ik me blij mee aan moet doen poesjes poesjes hebben geen geld hebben geen,,group,0,0,10,0.0,,18,"['Hallo', 'hallo', 'ik', 'zit', 'de', 'vlag', 'meer', 'daarom', 'word', 'ik', 'zo', 'blij', 'daarom', 'ik', '300', 'aardbeien', 'Ik', 'heb', 'zo', 'n', 'aardbei', 'voel', 'ik', 'me', 'blij', 'mee', 'aan', 'moet', 'doen', 'poesjes', 'poesjes', 'hebben', 'geen', 'geld', 'hebben', 'geen']","['Hallo', 'hallo', 'ik', 'zit', 'de', 'vlag', 'meer', 'daarom', 'word', 'ik', 'zo', 'blij', 'daarom', 'ik', '300', 'aardbeien', 'Ik', 'heb', 'zo', 'n', 'aardbei', 'voel', 'ik', 'me', 'blij', 'mee', 'aan', 'moet', 'doen', 'poesjes', 'poesjes', 'hebben', 'geen', 'geld', 'hebben', 'geen']","['hallo', 'hallo', 'ik', 'zit', 'de', 'vlag', 'meer', 'daarom', 'word', 'ik', 'zo', 'blij', 'daarom', 'ik', '300', 'aardbeien', 'ik', 'heb', 'zo', 'n', 'aardbei', 'voel', 'ik', 'me', 'blij', 'mee', 'aan', 'moet', 'doen', 'poesjes', 'poesjes', 'hebben', 'geen', 'geld', 'hebben', 'geen']","['hallo', 'hallo', 'zit', 'vlag', 'daarom', 'word', 'blij', 'daarom', '300', 'aardbeien', 'aardbei', 'voel', 'blij', 'mee', 'poesjes', 'poesjes', 'geld']","['hallo', 'hallo', 'zit', 'vlag', 'daarom', 'word', 'blij', 'daarom', '300', 'aardbeien', 'aardbei', 'voel', 'blij', 'mee', 'poesjes', 'poesjes', 'geld']","['hallo', 'hallo', 'zit', 'vlag', 'daarom', 'word', 'blij', 'daarom', '300', 'aardbei', 'aardbei', 'voel', 'blij', 'mee', 'poesjes', 'poesjes', 'geld']","hallo,hallo,zit,vlag,daarom,word,blij,daarom,300,aardbei,aardbei,voel,blij,mee,poesjes,poesjes,geld",1,0,0,0,0,0,0,0,0,0,1,0,0,"['aardbei', 'aardbei']",2,"aardbei,aardbei",4,17,"[1, 1]",1.0
321,55941,2807801733,1733.0,25117,Appel,,group,0,1,10,2.0,,16,['Appel'],['Appel'],['appel'],['appel'],['appel'],['appel'],appel,1,0,0,0,0,0,0,0,0,0,0,0,1,['appel'],1,appel,4,1,[2],2.0
324,56043,2807801736,1736.0,21997,"Ik heb taziki op mijn brood, heerlijk!!!",,group,3,1,11,0.0,,15,"['Ik', 'heb', 'taziki', 'op', 'mijn', 'brood', 'heerlijk']","['Ik', 'heb', 'taziki', 'op', 'mijn', 'brood', 'heerlijk']","['ik', 'heb', 'taziki', 'op', 'mijn', 'brood', 'heerlijk']","['taziki', 'brood', 'heerlijk']","['taziki', 'brood', 'heerlijk']","['taziki', 'brod', 'heerlijk']","taziki,brod,heerlijk",1,0,0,0,0,0,0,0,0,0,1,0,0,['brod'],1,brod,10,3,[1.2],1.2
327,56145,2807801736,1736.0,25106,Lekker appel! ??,,group,0,1,11,0.0,,15,"['Lekker', 'appel']","['Lekker', 'appel']","['lekker', 'appel']","['lekker', 'appel']","['lekker', 'appel']","['lekker', 'appel']","lekker,appel",1,0,0,0,0,0,0,0,0,0,1,0,0,['appel'],1,appel,10,2,[2],2.0
328,56147,2807801736,1736.0,25132,"Jette, dat noem je appel? ??",,group,0,1,11,0.0,,15,"['Jette', 'dat', 'noem', 'je', 'appel']","['Jette', 'dat', 'noem', 'je', 'appel']","['jette', 'dat', 'noem', 'je', 'appel']","['jette', 'noem', 'appel']","['jette', 'noem', 'appel']","['jet', 'noem', 'appel']","jet,noem,appel",1,0,0,0,0,0,0,0,0,0,1,0,0,['appel'],1,appel,10,3,[2],2.0
335,56606,2807804364,4364.0,27166,Wat is lekker kebab of shoarma,,group,0,0,11,0.0,,20,"['Wat', 'is', 'lekker', 'kebab', 'of', 'shoarma']","['Wat', 'is', 'lekker', 'kebab', 'of', 'shoarma']","['wat', 'is', 'lekker', 'kebab', 'of', 'shoarma']","['lekker', 'kebab', 'shoarma']","['lekker', 'kebab', 'shoarma']","['lekker', 'kebab', 'shoarma']","lekker,kebab,shoarma",0,0,0,0,0,0,0,0,1,0,1,0,0,['kebab'],1,kebab,4,3,[2],2.0
342,58955,2807901726,1726.0,25081,Ik eet appel,,group,0,1,11,0.0,,15,"['Ik', 'eet', 'appel']","['Ik', 'eet', 'appel']","['ik', 'eet', 'appel']","['eet', 'appel']","['eet', 'appel']","['eet', 'appel']","eet,appel",1,0,0,0,1,0,0,0,0,0,1,0,0,"['appel', 'eet']",2,"appel,eet",1,2,[2],2.0
344,59066,2807901732,1732.0,21858,Ik eet dit wel o wagt nee gewoon brood,2807901716.0,my,0,0,11,2.0,,17,"['Ik', 'eet', 'dit', 'wel', 'o', 'wagt', 'nee', 'gewoon', 'brood']","['Ik', 'eet', 'dit', 'wel', 'o', 'wagt', 'nee', 'gewoon', 'brood']","['ik', 'eet', 'dit', 'wel', 'o', 'wagt', 'nee', 'gewoon', 'brood']","['eet', 'wel', 'wagt', 'nee', 'gewoon', 'brood']","['eet', 'wel', 'wagt', 'nee', 'gewoon', 'brood']","['eet', 'wel', 'wagt', 'nee', 'gewon', 'brod']","eet,wel,wagt,nee,gewon,brod",1,0,0,0,1,0,0,0,0,0,0,0,1,"['brod', 'eet']",2,"brod,eet",2,6,[1.2],1.2
351,86892,2506801261,1261.0,29607,Yoghurt,2506801268.0,my,0,1,13,2.0,,17,['Yoghurt'],['Yoghurt'],['yoghurt'],['yoghurt'],['yoghurt'],['yoghurt'],yoghurt,1,0,0,0,0,0,0,0,0,0,0,0,1,['yoghurt'],1,yoghurt,1,1,[2.2],2.2
363,140655,3410302343,2343.0,101905,Noodles,,group,0,1,11,0.0,,26,['Noodles'],['Noodles'],['noodles'],['noodles'],['noodles'],['noodles'],noodles,1,0,0,0,0,0,0,0,0,0,1,0,0,['noodles'],1,noodles,7,1,[2],2.0
364,140693,3410302343,2343.0,103201,Ik zit in de bus naar Berg en Dal oe oe,3410304875.0,my,0,1,11,0.0,,26,"['Ik', 'zit', 'in', 'de', 'bus', 'naar', 'Berg', 'en', 'Dal', 'oe', 'oe']","['Ik', 'zit', 'in', 'de', 'bus', 'naar', 'Berg', 'en', 'Dal', 'oe', 'oe']","['ik', 'zit', 'in', 'de', 'bus', 'naar', 'berg', 'en', 'dal', 'oe', 'oe']","['zit', 'bus', 'berg', 'dal', 'oe', 'oe']","['zit', 'bus', 'berg', 'dal', 'oe', 'oe']","['zit', 'bus', 'berg', 'dal', 'oe', 'oe']","zit,bus,berg,dal,oe,oe",0,0,0,0,0,0,0,0,1,0,1,0,0,['dal'],1,dal,7,6,[1],1.0
367,140745,3410302344,2344.0,102494,SOEP SOOF WEET WAT UK BEDOEL,,group,5,1,11,2.0,,16,"['SOEP', 'SOOF', 'WEET', 'WAT', 'UK', 'BEDOEL']","['SOEP', 'SOOF', 'WEET', 'WAT', 'UK', 'BEDOEL']","['soep', 'soof', 'weet', 'wat', 'uk', 'bedoel']","['soep', 'soof', 'weet', 'uk', 'bedoel']","['soep', 'soof', 'weet', 'uk', 'bedoel']","['soep', 'sof', 'wet', 'uk', 'bedoel']","soep,sof,wet,uk,bedoel",0,0,0,0,0,0,0,0,1,0,0,0,1,['soep'],1,soep,6,5,[1.6],1.6
370,141044,3410304929,4929.0,104304,Nu weer vragen gehad ??           pannekoeken gegeten????,,group,3,1,12,1.0,,0,"['Nu', 'weer', 'vragen', 'gehad', 'pannekoeken', 'gegeten']","['Nu', 'weer', 'vragen', 'gehad', 'pannekoeken', 'gegeten']","['nu', 'weer', 'vragen', 'gehad', 'pannekoeken', 'gegeten']","['weer', 'vragen', 'gehad', 'pannekoeken', 'gegeten']","['weer', 'vragen', 'gehad', 'pannekoeken', 'gegeten']","['wer', 'vrag', 'gehad', 'pannekoek', 'geget']","wer,vrag,gehad,pannekoek,geget",0,0,0,0,0,0,0,0,0,1,0,1,0,['pannekoek'],1,pannekoek,8,5,[2.4],2.4
394,144071,3425004911,4911.0,104177,Lekker smoothie????????,,group,3,1,9,2.0,,14,"['Lekker', 'smoothie']","['Lekker', 'smoothie']","['lekker', 'smoothie']","['lekker', 'smoothie']","['lekker', 'smoothie']","['lekker', 'smoothie']","lekker,smoothie",1,0,0,0,0,0,0,0,0,0,0,0,1,['smoothie'],1,smoothie,4,2,[2],2.0
397,144130,3425004911,4911.0,109065,Lekker thee,3425004908.0,my,0,1,9,0.0,,14,"['Lekker', 'thee']","['Lekker', 'thee']","['lekker', 'thee']","['lekker', 'thee']","['lekker', 'thee']","['lekker', 'thee']","lekker,thee",0,1,0,0,0,0,0,0,0,0,1,0,0,['thee'],1,thee,4,2,[2],2.0
398,144176,3425004913,4913.0,104590,Ik eet macaroni??,3425004905.0,my,0,1,9,0.0,,14,"['Ik', 'eet', 'macaroni']","['Ik', 'eet', 'macaroni']","['ik', 'eet', 'macaroni']","['eet', 'macaroni']","['eet', 'macaroni']","['eet', 'macaroni']","eet,macaroni",1,0,0,0,1,0,0,0,1,0,1,0,0,"['macaroni', 'eet']",2,"macaroni,eet",1,2,[2.4],2.4
407,147274,3425104923,4923.0,106614,Ben ik een vogel of fruit,,group,0,0,11,2.0,,21,"['Ben', 'ik', 'een', 'vogel', 'of', 'fruit']","['Ben', 'ik', 'een', 'vogel', 'of', 'fruit']","['ben', 'ik', 'een', 'vogel', 'of', 'fruit']","['vogel', 'fruit']","['vogel', 'fruit']","['vogel', 'fruit']","vogel,fruit",1,0,0,0,0,0,0,0,0,0,0,0,1,['fruit'],1,fruit,3,2,[1.5],1.5
418,147551,3425104925,4925.0,101664,Ham,3425104927.0,my,0,0,10,0.0,,12,['Ham'],['Ham'],['ham'],['ham'],['ham'],['ham'],ham,1,0,0,0,0,0,0,0,0,0,1,0,0,['ham'],1,ham,1,1,[2.2],2.2
422,150145,5629605864,5864.0,59636,Lekker een ardbeien  smoothie.,,group,1,1,9,2.0,,19,"['Lekker', 'een', 'ardbeien', 'smoothie']","['Lekker', 'een', 'ardbeien', 'smoothie']","['lekker', 'een', 'ardbeien', 'smoothie']","['lekker', 'ardbeien', 'smoothie']","['lekker', 'ardbeien', 'smoothie']","['lekker', 'ardbei', 'smoothie']","lekker,ardbei,smoothie",1,0,0,0,0,0,0,0,0,0,0,0,1,['smoothie'],1,smoothie,6,3,[2],2.0
426,150188,5629605864,5864.0,65125,Ik heb gember thee gaakt,,group,0,1,9,2.0,,19,"['Ik', 'heb', 'gember', 'thee', 'gaakt']","['Ik', 'heb', 'gember', 'thee', 'gaakt']","['ik', 'heb', 'gember', 'thee', 'gaakt']","['gember', 'thee', 'gaakt']","['gember', 'thee', 'gaakt']","['gember', 'thee', 'gaakt']","gember,thee,gaakt",1,1,0,0,0,0,0,0,0,0,0,0,1,"['gember', 'thee']",2,"gember,thee",6,3,"[1, 2]",1.5
443,150989,5629605868,5868.0,64520,Broodje durner,,group,0,1,10,0.0,,14,"['Broodje', 'durner']","['Broodje', 'durner']","['broodje', 'durner']","['broodje', 'durner']","['broodje', 'durner']","['broodj', 'durner']","broodj,durner",1,0,0,0,0,0,0,0,0,1,1,0,0,['broodj'],1,broodj,11,2,[2],2.0
469,155884,5629705919,5919.0,58513,Wat haden julie op je brood,,group,0,1,11,0.0,,19,"['Wat', 'haden', 'julie', 'op', 'je', 'brood']","['Wat', 'haden', 'julie', 'op', 'je', 'brood']","['wat', 'haden', 'julie', 'op', 'je', 'brood']","['haden', 'julie', 'brood']","['haden', 'julie', 'brood']","['had', 'julie', 'brod']","had,julie,brod",1,0,0,0,0,0,0,0,0,0,1,0,0,['brod'],1,brod,1,3,[1.2],1.2
470,155968,5629705922,5922.0,59416,Ik eet een appel??,,group,0,1,11,0.0,,18,"['Ik', 'eet', 'een', 'appel']","['Ik', 'eet', 'een', 'appel']","['ik', 'eet', 'een', 'appel']","['eet', 'appel']","['eet', 'appel']","['eet', 'appel']","eet,appel",1,0,0,0,1,0,0,0,0,0,1,0,0,"['appel', 'eet']",2,"appel,eet",6,2,[2],2.0
485,161357,3030806146,6146.0,118942,Iedereen zegt kip,,group,1,0,10,0.0,,17,"['Iedereen', 'zegt', 'kip']","['Iedereen', 'zegt', 'kip']","['iedereen', 'zegt', 'kip']","['iedereen', 'zegt', 'kip']","['iedereen', 'zegt', 'kip']","['iederen', 'zegt', 'kip']","iederen,zegt,kip",1,0,0,0,0,0,0,0,0,0,1,0,0,['kip'],1,kip,8,3,[2],2.0
488,161787,3030806148,6148.0,117529,Die appel ding,3030806146.0,my,0,0,10,0.0,,15,"['Die', 'appel', 'ding']","['Die', 'appel', 'ding']","['die', 'appel', 'ding']","['appel', 'ding']","['appel', 'ding']","['appel', 'ding']","appel,ding",1,0,0,0,0,0,0,0,0,0,1,0,0,['appel'],1,appel,18,2,[2],2.0
489,161788,3030806148,6148.0,117533,Nee die mcdonadls appel die je mij heb gestuurd,3030806146.0,my,0,0,10,0.0,,15,"['Nee', 'die', 'mcdonadls', 'appel', 'die', 'je', 'mij', 'heb', 'gestuurd']","['Nee', 'die', 'mcdonadls', 'appel', 'die', 'je', 'mij', 'heb', 'gestuurd']","['nee', 'die', 'mcdonadls', 'appel', 'die', 'je', 'mij', 'heb', 'gestuurd']","['nee', 'mcdonadls', 'appel', 'gestuurd']","['nee', 'mcdonadls', 'appel', 'gestuurd']","['nee', 'mcdonadl', 'appel', 'gestuurd']","nee,mcdonadl,appel,gestuurd",1,0,0,0,0,0,0,0,0,0,1,0,0,['appel'],1,appel,18,4,[2],2.0
493,161970,3030806148,6148.0,118485,Geen brood morgen mee nemen want meester heeft brood voot ons allemaal,,group,1,0,10,0.0,,15,"['Geen', 'brood', 'morgen', 'mee', 'nemen', 'want', 'meester', 'heeft', 'brood', 'voot', 'ons', 'allemaal']","['Geen', 'brood', 'morgen', 'mee', 'nemen', 'want', 'meester', 'heeft', 'brood', 'voot', 'ons', 'allemaal']","['geen', 'brood', 'morgen', 'mee', 'nemen', 'want', 'meester', 'heeft', 'brood', 'voot', 'ons', 'allemaal']","['brood', 'morgen', 'mee', 'nemen', 'meester', 'brood', 'voot', 'allemaal']","['brood', 'morgen', 'mee', 'nemen', 'meester', 'brood', 'voot', 'allemaal']","['brod', 'morg', 'mee', 'nem', 'meester', 'brod', 'vot', 'allemal']","brod,morg,mee,nem,meester,brod,vot,allemal",1,0,0,0,0,0,0,0,0,0,1,0,0,"['brod', 'brod']",2,"brod,brod",18,8,"[1.2, 1.2]",1.2
494,161971,3030806148,6148.0,118492,Ben geen brood mee nemen morgen,3030806153.0,my,0,0,10,0.0,,15,"['Ben', 'geen', 'brood', 'mee', 'nemen', 'morgen']","['Ben', 'geen', 'brood', 'mee', 'nemen', 'morgen']","['ben', 'geen', 'brood', 'mee', 'nemen', 'morgen']","['brood', 'mee', 'nemen', 'morgen']","['brood', 'mee', 'nemen', 'morgen']","['brod', 'mee', 'nem', 'morg']","brod,mee,nem,morg",1,0,0,0,0,0,0,0,0,0,1,0,0,['brod'],1,brod,18,4,[1.2],1.2
495,162030,3030806148,6148.0,118939,Ik wou kip zeggen,,group,1,0,10,0.0,,15,"['Ik', 'wou', 'kip', 'zeggen']","['Ik', 'wou', 'kip', 'zeggen']","['ik', 'wou', 'kip', 'zeggen']","['wou', 'kip', 'zeggen']","['wou', 'kip', 'zeggen']","['wou', 'kip', 'zegg']","wou,kip,zegg",1,0,0,0,0,0,0,0,0,0,1,0,0,['kip'],1,kip,18,3,[2],2.0
496,162058,3030806148,6148.0,119215,Hoi ik ben een appel ssn het eten haha,,group,0,0,10,0.0,,15,"['Hoi', 'ik', 'ben', 'een', 'appel', 'ssn', 'het', 'eten', 'haha']","['Hoi', 'ik', 'ben', 'een', 'appel', 'ssn', 'het', 'eten', 'haha']","['hoi', 'ik', 'ben', 'een', 'appel', 'ssn', 'het', 'eten', 'haha']","['hoi', 'appel', 'ssn', 'eten', 'haha']","['hoi', 'appel', 'ssn', 'eten', 'haha']","['hoi', 'appel', 'ssn', 'eten', 'haha']","hoi,appel,ssn,eten,haha",1,0,0,0,1,0,0,0,0,0,1,0,0,"['appel', 'eten']",2,"appel,eten",18,5,[2],2.0
497,162061,3030806148,6148.0,119240,Waarom kip,,group,0,0,10,0.0,,15,"['Waarom', 'kip']","['Waarom', 'kip']","['waarom', 'kip']","['waarom', 'kip']","['waarom', 'kip']","['waarom', 'kip']","waarom,kip",1,0,0,0,0,0,0,0,0,0,1,0,0,['kip'],1,kip,18,2,[2],2.0
498,162100,3030806148,6148.0,119486,Ik eve wat brood eten,,group,0,0,10,0.0,,15,"['Ik', 'eve', 'wat', 'brood', 'eten']","['Ik', 'eve', 'wat', 'brood', 'eten']","['ik', 'eve', 'wat', 'brood', 'eten']","['eve', 'brood', 'eten']","['eve', 'brood', 'eten']","['eve', 'brod', 'eten']","eve,brod,eten",1,0,0,0,1,0,0,0,0,0,1,0,0,"['eten', 'brod']",2,"eten,brod",18,3,[1.2],1.2
500,162104,3030806148,6148.0,119493,Ik ben thee aan het maken,,group,0,0,10,0.0,,15,"['Ik', 'ben', 'thee', 'aan', 'het', 'maken']","['Ik', 'ben', 'thee', 'aan', 'het', 'maken']","['ik', 'ben', 'thee', 'aan', 'het', 'maken']","['thee', 'maken']","['thee', 'maken']","['thee', 'mak']","thee,mak",0,1,0,0,0,0,0,0,0,0,1,0,0,['thee'],1,thee,18,2,[2],2.0
505,162732,3030806153,6153.0,117410,#ham ham nam,,group,1,0,10,0.0,,17,"['ham', 'ham', 'nam']","['ham', 'ham', 'nam']","['ham', 'ham', 'nam']","['ham', 'ham', 'nam']","['ham', 'ham', 'nam']","['ham', 'ham', 'nam']","ham,ham,nam",1,0,0,0,0,0,0,0,0,0,1,0,0,"['ham', 'ham']",2,"ham,ham",27,3,"[2.2, 2.2]",2.2
512,163075,3030806154,6154.0,119093,Burger King foot lettuce,,group,0,0,11,0.0,,20,"['Burger', 'King', 'foot', 'lettuce']","['Burger', 'King', 'foot', 'lettuce']","['burger', 'king', 'foot', 'lettuce']","['burger', 'king', 'foot', 'lettuce']","['burger', 'king', 'foot', 'lettuce']","['burger', 'king', 'fot', 'lettuc']","burger,king,fot,lettuc",0,0,0,0,0,0,0,0,1,0,1,0,0,['burger'],1,burger,1,4,[2.4],2.4
521,168830,4013103150,3150.0,112970,Sushi meenemen,4013103145.0,my,0,1,12,0.0,,14,"['Sushi', 'meenemen']","['Sushi', 'meenemen']","['sushi', 'meenemen']","['sushi', 'meenemen']","['sushi', 'meenemen']","['sushi', 'meenem']","sushi,meenem",0,0,0,0,0,0,0,0,1,0,1,0,0,['sushi'],1,sushi,3,2,[1.6],1.6
527,176483,3310002267,2267.0,92860,Rijst,,group,1,1,11,0.0,,24,['Rijst'],['Rijst'],['rijst'],['rijst'],['rijst'],['rijst'],rijst,1,0,0,0,0,0,0,0,0,0,1,0,0,['rijst'],1,rijst,9,1,[1.2],1.2
535,177279,3310002280,2280.0,101014,altijd nasi eten,,group,0,1,12,0.0,,18,"['altijd', 'nasi', 'eten']","['altijd', 'nasi', 'eten']","['altijd', 'nasi', 'eten']","['nasi', 'eten']","['nasi', 'eten']","['nasi', 'eten']","nasi,eten",0,0,0,0,1,0,0,0,1,0,1,0,0,"['nasi', 'eten']",2,"nasi,eten",5,2,[1.6],1.6
539,177371,3310002281,2281.0,94229,Nee is van fruit,,group,0,0,11,0.0,,16,"['Nee', 'is', 'van', 'fruit']","['Nee', 'is', 'van', 'fruit']","['nee', 'is', 'van', 'fruit']","['nee', 'fruit']","['nee', 'fruit']","['nee', 'fruit']","nee,fruit",1,0,0,0,0,0,0,0,0,0,1,0,0,['fruit'],1,fruit,8,2,[1.5],1.5
540,177564,3310002283,2283.0,100675,Hoe dan ook ik ga nu NASI eten??,,group,2,0,11,0.0,,15,"['Hoe', 'dan', 'ook', 'ik', 'ga', 'nu', 'NASI', 'eten']","['Hoe', 'dan', 'ook', 'ik', 'ga', 'nu', 'NASI', 'eten']","['hoe', 'dan', 'ook', 'ik', 'ga', 'nu', 'nasi', 'eten']","['ga', 'nasi', 'eten']","['ga', 'nasi', 'eten']","['ga', 'nasi', 'eten']","ga,nasi,eten",0,0,0,0,1,0,0,0,1,0,1,0,0,"['nasi', 'eten']",2,"nasi,eten",4,3,[1.6],1.6
555,181189,3330005997,5997.0,89879,Een broodje ,3330005993.0,my,0,0,12,0.0,,17,"['Een', 'broodje']","['Een', 'broodje']","['een', 'broodje']",['broodje'],['broodje'],['broodj'],broodj,1,0,0,0,0,0,0,0,0,1,1,0,0,['broodj'],1,broodj,10,1,[2],2.0
